Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
200,2.2,90.429,,6.3,11,-40,105,0.15,2000,nan,84,4000,UPW2D2R2MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,25,EOL,Normal,0.59
200,3.3,60.286,,8,11.5,-40,105,0.15,3000,nan,106,3000,UPW2D3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,36,EOL,Normal,1.19
200,4.7,42.328,,10,12.5,-40,105,0.15,5000,nan,134,2000,UPW2D4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,50,EOL,Normal,1.49
200,10,19.894,,10,16,-40,105,0.15,5000,nan,180,1800,UPW2D100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,80,EOL,Normal,1.77
200,22,9.043,,10,20,-40,105,0.15,5000,nan,276,1400,UPW2D220MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,140,EOL,Normal,2.34
200,33,6.029,,12.5,25,-40,105,0.15,7000,nan,364,800,UPW2D330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,190,EOL,Normal,4.56
200,47,4.233,,12.5,25,-40,105,0.15,7000,nan,476,800,UPW2D470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,220,EOL,Normal,4.56
200,100,1.989,,16,30.5,-40,105,0.15,8000,nan,900,300,UPW2D101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,335,EOL,Normal,9.6
200,220,0.904,,18,40,-40,105,0.15,8000,nan,1860,200,UPW2D221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,515,EOL,Normal,17.7
200,220,0.904,,20,35,-40,105,0.15,8000,nan,1860,200,UPW2D221MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,515,EOL,Normal,16.7
200,330,0.603,,22,40,-40,105,0.15,8000,nan,2740,250,UPW2D331MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1100,EOL,Normal,23.8
200,470,0.423,,22,50,-40,105,0.15,8000,nan,3860,250,UPW2D471MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1310,EOL,Normal,27.4
250,0.47,423.285,,6.3,11,-40,105,0.15,2000,nan,52,4000,UPW2ER47MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,12,EOL,Normal,0.59
250,1,198.944,,6.3,11,-40,105,0.15,2000,nan,65,4000,UPW2E010MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,EOL,Normal,0.59
250,2.2,90.429,,8,11.5,-40,105,0.15,3000,nan,95,3000,UPW2E2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,29,EOL,Normal,1.19
250,3.3,60.286,,10,12.5,-40,105,0.15,5000,nan,123,2000,UPW2E3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,42,EOL,Normal,1.49
250,4.7,42.328,,10,12.5,-40,105,0.15,5000,nan,147,2000,UPW2E4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,50,EOL,Normal,1.49
250,10,19.894,,10,20,-40,105,0.15,5000,nan,200,1400,UPW2E100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,88,EOL,Normal,2.34
250,22,9.043,,12.5,25,-40,105,0.15,7000,nan,320,800,UPW2E220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,155,EOL,Normal,4.56
250,33,6.029,,12.5,25,-40,105,0.15,7000,nan,430,800,UPW2E330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,190,EOL,Normal,4.56
250,47,4.233,,16,25,-40,105,0.15,8000,nan,570,400,UPW2E470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,230,EOL,Normal,8.2
250,100,1.989,,18,35.5,-40,105,0.15,8000,nan,1100,250,UPW2E101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,340,EOL,Normal,14.2
250,100,1.989,,20,31,-40,105,0.15,8000,nan,1100,200,UPW2E101MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,340,EOL,Normal,13.7
250,220,0.904,,20,40,-40,105,0.15,8000,nan,2300,150,UPW2E221MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,525,EOL,Normal,19.6
250,330,0.603,,22,50,-40,105,0.15,8000,nan,3400,250,UPW2E331MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1150,EOL,Normal,27.4
250,470,0.423,,25,50,-40,105,0.15,8000,nan,4800,140,UPW2E471MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1350,EOL,Normal,38.8
315,0.47,564.38,,8,11.5,-40,105,0.2,3000,nan,55,3000,UPW2FR47MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,11,EOL,Normal,1.19
315,1,265.258,,8,11.5,-40,105,0.2,3000,nan,72,3000,UPW2F010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,16,EOL,Normal,1.19
315,2.2,120.572,,10,12.5,-40,105,0.2,5000,nan,109,2000,UPW2F2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,28,EOL,Normal,1.49
315,3.3,80.381,,10,12.5,-40,105,0.2,5000,nan,142,2000,UPW2F3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,34,EOL,Normal,1.49
315,4.7,56.438,,10,16,-40,105,0.2,5000,nan,159,1800,UPW2F4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,45,EOL,Normal,1.77
315,10,26.526,,10,20,-40,105,0.2,5000,nan,226,1400,UPW2F100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,72,EOL,Normal,2.34
315,22,12.057,,12.5,25,-40,105,0.2,7000,nan,377,800,UPW2F220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,120,EOL,Normal,4.56
315,33,8.038,,16,25,-40,105,0.2,8000,nan,516,400,UPW2F330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,155,EOL,Normal,8.2
315,47,5.644,,16,35.5,-40,105,0.2,8000,nan,692,300,UPW2F470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,190,EOL,Normal,11.8
315,100,2.653,,18,40,-40,105,0.2,8000,nan,1360,200,UPW2F101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,285,EOL,Normal,17.7
315,100,2.653,,20,35,-40,105,0.2,8000,nan,1360,200,UPW2F101MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,285,EOL,Normal,16.7
315,220,1.206,,22,50,-40,105,0.2,8000,nan,2872,250,UPW2F221MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,540,EOL,Normal,27.4
350,0.47,564.38,,8,11.5,-40,105,0.2,3000,nan,56,3000,UPW2VR47MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,11,EOL,Normal,1.19
350,1,265.258,,10,12.5,-40,105,0.2,5000,nan,75,2000,UPW2V010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,EOL,Normal,1.49
350,2.2,120.572,,10,16,-40,105,0.2,5000,nan,117,1800,UPW2V2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,31,EOL,Normal,1.77
350,3.3,80.381,,10,16,-40,105,0.2,5000,nan,146,1800,UPW2V3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,38,EOL,Normal,1.77
350,4.7,56.438,,10,20,-40,105,0.2,5000,nan,166,1400,UPW2V4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,49,EOL,Normal,2.34
350,10,26.526,,12.5,20,-40,105,0.2,7000,nan,240,1000,UPW2V100MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,82,EOL,Normal,3.43
350,22,12.057,,16,25,-40,105,0.2,8000,nan,408,400,UPW2V220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,130,EOL,Normal,8.2
350,33,8.038,,16,30.5,-40,105,0.2,8000,nan,562,300,UPW2V330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,160,EOL,Normal,9.6
350,47,5.644,,18,35.5,-40,105,0.2,8000,nan,758,250,UPW2V470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,200,EOL,Normal,14.2
350,47,5.644,,20,31,-40,105,0.2,8000,nan,758,200,UPW2V470MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,200,EOL,Normal,13.7
350,100,2.653,,20,40,-40,105,0.2,8000,nan,1500,150,UPW2V101MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,19.6
350,220,1.206,,25,50,-40,105,0.2,8000,nan,3180,140,UPW2V221MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,550,EOL,Normal,38.8
400,1,331.573,,10,12.5,-40,105,0.25,5000,nan,80,2000,UPW2G010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,16,EOL,Normal,1.49
400,2.2,150.715,,10,16,-40,105,0.25,5000,nan,128,1800,UPW2G2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,27,EOL,Normal,1.77
400,3.3,100.477,,10,20,-40,105,0.25,5000,nan,153,1400,UPW2G3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,36,EOL,Normal,2.34
400,4.7,70.547,,10,20,-40,105,0.25,5000,nan,175,1400,UPW2G4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,43,EOL,Normal,2.34
400,10,33.157,,12.5,25,-40,105,0.25,7000,nan,260,800,UPW2G100MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,72,EOL,Normal,4.56
400,22,15.072,,16,25,-40,105,0.25,8000,nan,452,400,UPW2G220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,110,EOL,Normal,8.2
400,33,10.048,,16,30.5,-40,105,0.25,8000,nan,628,300,UPW2G330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,140,EOL,Normal,9.6
400,47,7.055,,18,35.5,-40,105,0.25,8000,nan,852,250,UPW2G470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,170,EOL,Normal,14.2
400,47,7.055,,20,31,-40,105,0.25,8000,nan,852,200,UPW2G470MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,170,EOL,Normal,13.7
400,100,3.316,,22,50,-40,105,0.25,8000,nan,1700,250,UPW2G101MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,350,EOL,Normal,27.4
450,1,331.573,,10,12.5,-25,105,0.25,5000,nan,85,2000,UPW2W010MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,18,EOL,Normal,1.49
450,2.2,150.715,,10,20,-25,105,0.25,5000,nan,139,1400,UPW2W2R2MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,29,EOL,Normal,2.34
450,3.3,100.477,,12.5,20,-25,105,0.25,7000,nan,159,1000,UPW2W3R3MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,41,EOL,Normal,3.43
450,4.7,70.547,,12.5,20,-25,105,0.25,7000,nan,185,1000,UPW2W4R7MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,49,EOL,Normal,3.43
450,10,33.157,,16,25,-25,105,0.25,8000,nan,280,400,UPW2W100MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,75,EOL,Normal,8.2
450,22,15.072,,16,30.5,-25,105,0.25,8000,nan,496,300,UPW2W220MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,115,EOL,Normal,9.6
450,33,10.048,,18,35.5,-25,105,0.25,8000,nan,694,250,UPW2W330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,145,EOL,Normal,14.2
450,33,10.048,,20,31,-25,105,0.25,8000,nan,694,200,UPW2W330MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,145,EOL,Normal,13.7
450,47,7.055,,20,40,-25,105,0.25,8000,nan,946,150,UPW2W470MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,175,EOL,Normal,19.6
450,100,3.316,,25,50,-25,105,0.25,8000,nan,1900,140,UPW2W101MRD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,350,EOL,Normal,38.8
