Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
63,270,0.393,55,12.5,25,-55,105,0.08,5000,110.0,510,800,UPM1J271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1000,MP,Normal,4.56
63,270,0.393,60,18,15,-55,105,0.08,5000,120.0,510,400,UPM1J271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,965,MP,Normal,6.31
63,330,0.322,49,12.5,25,-55,105,0.08,5000,98.0,624,800,UPM1J331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1090,MP,Normal,4.56
63,330,0.322,50,18,15,-55,105,0.08,5000,100.0,624,400,UPM1J331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1080,MP,Normal,6.31
63,390,0.272,43,12.5,30.5,-55,105,0.08,5000,86.0,737,600,UPM1J391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1260,MP,Normal,6.01
63,390,0.272,47,16,20,-55,105,0.08,5000,94.0,737,600,UPM1J391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1170,MP,Normal,6.6
63,470,0.226,39,12.5,35.5,-55,105,0.08,5000,78.0,888,500,UPM1J471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1420,MP,Normal,7.06
63,470,0.226,42,16,25,-55,105,0.08,5000,84.0,888,400,UPM1J471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1360,MP,Normal,8.2
63,560,0.189,35,12.5,40,-55,105,0.08,5000,70.0,1058,400,UPM1J561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1590,MP,Normal,7.57
63,560,0.189,39,18,20,-55,105,0.08,5000,78.0,1058,400,UPM1J561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1410,MP,Normal,9.0
63,680,0.156,32,16,30.5,-55,105,0.08,5000,64.0,1285,300,UPM1J681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1700,MP,Normal,9.6
63,680,0.156,35,18,25,-55,105,0.08,5000,70.0,1285,300,UPM1J681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1610,MP,Normal,10.6
63,820,0.129,29,16,35.5,-55,105,0.08,5000,58.0,1550,300,UPM1J821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1890,MP,Normal,11.8
63,820,0.129,32,18,30.5,-55,105,0.08,5000,64.0,1550,300,UPM1J821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1790,MP,Normal,13.1
63,1000,0.106,27,16,40,-55,105,0.08,5000,54.0,1890,300,UPM1J102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2050,MP,Normal,14.1
63,1000,0.106,29,18,35.5,-55,105,0.08,5000,58.0,1890,250,UPM1J102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1970,MP,Normal,14.2
63,1200,0.088,25,18,40,-55,105,0.08,5000,50.0,2268,200,UPM1J122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2210,MP,Normal,17.7
80,4.7,22.575,4200,5,11,-55,105,0.08,2000,11000.0,11,6000,UPM1K4R7MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,26,EOL,Normal,0.44
80,6.8,15.603,2600,5,11,-55,105,0.08,2000,7000.0,16,6000,UPM1K6R8MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,34,EOL,Normal,0.44
80,10,10.61,1700,6.3,11,-55,105,0.08,2000,4600.0,24,4000,UPM1K100MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,43,EOL,Normal,0.59
80,12,8.842,1400,6.3,11,-55,105,0.08,2000,3800.0,29,4000,UPM1K120MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,48,EOL,Normal,0.59
80,15,7.074,1200,6.3,11,-55,105,0.08,2000,3200.0,36,4000,UPM1K150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,52,EOL,Normal,0.59
80,18,5.895,1000,6.3,11,-55,105,0.08,2000,2700.0,43,4000,UPM1K180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,78,EOL,Normal,0.59
80,22,4.823,770,6.3,15,-55,105,0.08,2000,2100.0,53,4000,UPM1K220MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,95,EOL,Normal,0.72
80,27,3.93,630,6.3,15,-55,105,0.08,2000,1700.0,65,4000,UPM1K270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,115,EOL,Normal,0.72
80,33,3.215,530,8,11.5,-55,105,0.08,3000,1400.0,79,3000,UPM1K330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,MP,Normal,1.19
80,39,2.721,460,8,15,-55,105,0.08,3000,1200.0,94,2000,UPM1K390MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,170,MP,Normal,1.36
80,39,2.721,490,10,12.5,-55,105,0.08,5000,1300.0,94,2000,UPM1K390MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,215,MP,Normal,1.49
80,47,2.258,390,8,15,-55,105,0.08,3000,1100.0,113,2000,UPM1K470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,215,MP,Normal,1.36
80,47,2.258,420,10,12.5,-55,105,0.08,5000,1100.0,113,2000,UPM1K470MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,245,MP,Normal,1.49
80,56,1.895,340,8,20,-55,105,0.08,3000,920.0,134,2000,UPM1K560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,295,MP,Normal,1.66
80,56,1.895,360,10,16,-55,105,0.08,5000,970.0,134,1800,UPM1K560MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,305,MP,Normal,1.77
80,68,1.56,280,10,20,-55,105,0.08,5000,760.0,163,1400,UPM1K680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,355,MP,Normal,2.34
80,68,1.56,310,12.5,15,-55,105,0.08,5000,840.0,163,1200,UPM1K680MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,325,MP,Normal,2.96
80,82,1.294,250,10,20,-55,105,0.08,5000,680.0,197,1400,UPM1K820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,395,MP,Normal,2.34
80,82,1.294,270,12.5,15,-55,105,0.08,5000,730.0,197,1200,UPM1K820MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,355,MP,Normal,2.96
80,100,1.061,210,10,25,-55,105,0.08,5000,570.0,240,1200,UPM1K101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,525,MP,Normal,3.07
80,100,1.061,230,12.5,15,-55,105,0.08,5000,620.0,240,1200,UPM1K101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,400,MP,Normal,2.96
80,120,0.884,180,10,30.5,-55,105,0.08,5000,490.0,288,1000,UPM1K121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,585,MP,Normal,3.21
80,120,0.884,200,16,15,-55,105,0.08,5000,540.0,288,700,UPM1K121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,445,MP,Normal,4.74
80,150,0.707,150,10,30.5,-55,105,0.08,5000,410.0,360,1000,UPM1K151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,665,MP,Normal,3.21
80,150,0.707,180,16,15,-55,105,0.08,5000,470.0,360,700,UPM1K151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,470,MP,Normal,4.74
80,180,0.589,130,12.5,25,-55,105,0.08,5000,350.0,432,800,UPM1K181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,735,MP,Normal,4.56
80,180,0.589,150,16,15,-55,105,0.08,5000,410.0,432,700,UPM1K181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,545,MP,Normal,4.74
80,220,0.482,120,12.5,30.5,-55,105,0.08,5000,320.0,528,600,UPM1K221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,845,MP,Normal,6.01
80,220,0.482,130,18,15,-55,105,0.08,5000,350.0,528,400,UPM1K221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,645,MP,Normal,6.31
80,270,0.393,100,12.5,30.5,-55,105,0.08,5000,270.0,648,600,UPM1K271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,945,MP,Normal,6.01
80,270,0.393,110,16,20,-55,105,0.08,5000,300.0,648,600,UPM1K271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,920,MP,Normal,6.6
80,330,0.322,88,12.5,35.5,-55,105,0.08,5000,240.0,792,500,UPM1K331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1100,MP,Normal,7.06
80,330,0.322,99,16,25,-55,105,0.08,5000,270.0,792,400,UPM1K331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1100,MP,Normal,8.2
80,390,0.272,78,12.5,40,-55,105,0.08,5000,210.0,936,400,UPM1K391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1250,MP,Normal,7.57
80,390,0.272,89,18,20,-55,105,0.08,5000,240.0,936,400,UPM1K391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1120,MP,Normal,9.0
80,470,0.226,69,16,30.5,-55,105,0.08,5000,190.0,1128,300,UPM1K471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,9.6
80,470,0.226,80,18,25,-55,105,0.08,5000,220.0,1128,300,UPM1K471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1320,MP,Normal,10.6
80,560,0.189,62,16,35.5,-55,105,0.08,5000,170.0,1344,300,UPM1K561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1640,MP,Normal,11.8
80,560,0.189,72,18,30.5,-55,105,0.08,5000,190.0,1344,300,UPM1K561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,13.1
80,680,0.156,55,16,40,-55,105,0.08,5000,150.0,1632,300,UPM1K681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1830,MP,Normal,14.1
80,680,0.156,65,18,30.5,-55,105,0.08,5000,180.0,1632,300,UPM1K681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1540,MP,Normal,13.1
80,820,0.129,49,18,35.5,-55,105,0.08,5000,130.0,1968,250,UPM1K821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1910,MP,Normal,14.2
80,1000,0.106,44,18,40,-55,105,0.08,5000,120.0,2400,200,UPM1K102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2050,MP,Normal,17.7
100,2.2,48.229,6600,5,11,-55,105,0.08,2000,18000.0,7,6000,UPM2A2R2MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,21,EOL,Normal,0.44
100,3.3,32.153,4100,5,11,-55,105,0.08,2000,11000.0,10,6000,UPM2A3R3MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,27,EOL,Normal,0.44
100,4.7,22.575,2800,6.3,11,-55,105,0.08,2000,7600.0,14,4000,UPM2A4R7MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,34,EOL,Normal,0.59
100,6.8,15.603,1900,6.3,11,-55,105,0.08,2000,5100.0,20,4000,UPM2A6R8MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,41,EOL,Normal,0.59
100,10,10.61,1200,6.3,11,-55,105,0.08,2000,3200.0,30,4000,UPM2A100MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,52,EOL,Normal,0.59
100,12,8.842,1000,6.3,11,-55,105,0.08,2000,2700.0,36,4000,UPM2A120MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,75,EOL,Normal,0.59
100,15,7.074,810,6.3,15,-55,105,0.08,2000,2200.0,45,4000,UPM2A150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,90,EOL,Normal,0.72
100,18,5.895,670,6.3,15,-55,105,0.08,2000,1800.0,54,4000,UPM2A180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,110,EOL,Normal,0.72
100,22,4.823,550,8,11.5,-55,105,0.08,3000,1500.0,66,3000,UPM2A220MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,145,MP,Normal,1.19
100,27,3.93,470,8,15,-55,105,0.08,3000,1300.0,81,2000,UPM2A270MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,160,MP,Normal,1.36
100,27,3.93,500,10,12.5,-55,105,0.08,5000,1400.0,81,2000,UPM2A270MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,205,MP,Normal,1.49
100,33,3.215,380,8,15,-55,105,0.08,3000,1000.0,99,2000,UPM2A330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,200,MP,Normal,1.36
100,33,3.215,420,10,12.5,-55,105,0.08,5000,1100.0,99,2000,UPM2A330MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,230,MP,Normal,1.49
100,39,2.721,330,8,20,-55,105,0.08,3000,890.0,117,2000,UPM2A390MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,280,MP,Normal,1.66
100,39,2.721,360,10,16,-55,105,0.08,5000,970.0,117,1800,UPM2A390MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,285,MP,Normal,1.77
100,47,2.258,280,10,20,-55,105,0.08,5000,760.0,141,1400,UPM2A470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,340,MP,Normal,2.34
100,47,2.258,310,12.5,15,-55,105,0.08,5000,840.0,141,1200,UPM2A470MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,MP,Normal,2.96
100,56,1.895,240,10,20,-55,105,0.08,5000,650.0,168,1400,UPM2A560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,375,MP,Normal,2.34
100,56,1.895,270,12.5,15,-55,105,0.08,5000,730.0,168,1200,UPM2A560MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,340,MP,Normal,2.96
100,68,1.56,210,10,25,-55,105,0.08,5000,570.0,204,1200,UPM2A680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,MP,Normal,3.07
100,68,1.56,230,12.5,15,-55,105,0.08,5000,620.0,204,1200,UPM2A680MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,380,MP,Normal,2.96
100,82,1.294,180,10,30.5,-55,105,0.08,5000,490.0,246,1000,UPM2A820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,555,MP,Normal,3.21
100,82,1.294,190,16,15,-55,105,0.08,5000,510.0,246,700,UPM2A820MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,435,MP,Normal,4.74
100,100,1.061,150,10,30.5,-55,105,0.08,5000,410.0,300,1000,UPM2A101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,635,MP,Normal,3.21
100,100,1.061,170,16,15,-55,105,0.08,5000,460.0,300,700,UPM2A101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,475,MP,Normal,4.74
100,120,0.884,130,12.5,25,-55,105,0.08,5000,350.0,360,800,UPM2A121MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,700,MP,Normal,4.56
100,120,0.884,140,16,15,-55,105,0.08,5000,380.0,360,700,UPM2A121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,535,MP,Normal,4.74
100,150,0.707,110,12.5,25,-55,105,0.08,5000,300.0,450,800,UPM2A151MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,780,MP,Normal,4.56
100,150,0.707,120,18,15,-55,105,0.08,5000,320.0,450,400,UPM2A151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,640,MP,Normal,6.31
100,180,0.589,98,12.5,30.5,-55,105,0.08,5000,260.0,540,600,UPM2A181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,900,MP,Normal,6.01
100,180,0.589,110,16,20,-55,105,0.08,5000,300.0,540,600,UPM2A181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,880,MP,Normal,6.6
100,220,0.482,87,12.5,35.5,-55,105,0.08,5000,230.0,660,500,UPM2A221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1050,MP,Normal,7.06
100,220,0.482,93,16,25,-55,105,0.08,5000,250.0,660,400,UPM2A221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1050,MP,Normal,8.2
100,270,0.393,72,12.5,40,-55,105,0.08,5000,190.0,810,400,UPM2A271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1200,MP,Normal,7.57
100,270,0.393,80,18,20,-55,105,0.08,5000,220.0,810,400,UPM2A271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1080,MP,Normal,9.0
100,330,0.322,62,16,30.5,-55,105,0.08,5000,170.0,990,300,UPM2A331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1370,MP,Normal,9.6
100,330,0.322,70,18,25,-55,105,0.08,5000,190.0,990,300,UPM2A331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1260,MP,Normal,10.6
100,390,0.272,53,16,35.5,-55,105,0.08,5000,140.0,1170,300,UPM2A391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1550,MP,Normal,11.8
100,390,0.272,62,18,30.5,-55,105,0.08,5000,170.0,1170,300,UPM2A391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,MP,Normal,13.1
100,470,0.226,47,16,40,-55,105,0.08,5000,130.0,1410,300,UPM2A471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1760,MP,Normal,14.1
100,470,0.226,56,18,35.5,-55,105,0.08,5000,150.0,1410,250,UPM2A471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1570,MP,Normal,14.2
100,560,0.189,41,18,35.5,-55,105,0.08,5000,110.0,1680,250,UPM2A561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1840,MP,Normal,14.2
100,680,0.156,36,18,40,-55,105,0.08,5000,97.0,2040,200,UPM2A681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1910,MP,Normal,17.7
160,1,265.258,,8,11.5,-40,105,0.2,3000,nan,56,3000,UPM2C010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,EOL,Normal,1.19
160,2.2,120.572,,8,11.5,-40,105,0.2,3000,nan,75,3000,UPM2C2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,30,EOL,Normal,1.19
160,3.3,80.381,,10,12.5,-40,105,0.2,5000,nan,93,2000,UPM2C3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,50,EOL,Normal,1.49
160,4.7,56.438,,10,12.5,-40,105,0.2,5000,nan,115,2000,UPM2C4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,57,EOL,Normal,1.49
160,10,26.526,,10,16,-40,105,0.2,5000,nan,164,1800,UPM2C100MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,90,EOL,Normal,1.77
160,22,12.057,,12.5,20,-40,105,0.2,5000,nan,241,1000,UPM2C220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,140,EOL,Normal,3.43
160,33,8.038,,12.5,25,-40,105,0.2,5000,nan,311,800,UPM2C330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,175,EOL,Normal,4.56
160,47,5.644,,16,25,-40,105,0.2,5000,nan,401,400,UPM2C470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,220,EOL,Normal,8.2
160,100,2.653,,16,35.5,-40,105,0.2,5000,nan,740,300,UPM2C101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,330,EOL,Normal,11.8
200,1,265.258,,8,11.5,-40,105,0.2,3000,nan,60,3000,UPM2D010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,EOL,Normal,1.19
200,2.2,120.572,,8,11.5,-40,105,0.2,3000,nan,84,3000,UPM2D2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,30,EOL,Normal,1.19
200,3.3,80.381,,10,12.5,-40,105,0.2,5000,nan,106,2000,UPM2D3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,50,EOL,Normal,1.49
200,4.7,56.438,,10,16,-40,105,0.2,5000,nan,134,1800,UPM2D4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,60,EOL,Normal,1.77
200,10,26.526,,10,20,-40,105,0.2,5000,nan,180,1400,UPM2D100MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,95,EOL,Normal,2.34
200,22,12.057,,12.5,25,-40,105,0.2,5000,nan,276,800,UPM2D220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,145,EOL,Normal,4.56
200,33,8.038,,16,25,-40,105,0.2,5000,nan,364,400,UPM2D330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,180,EOL,Normal,8.2
200,47,5.644,,16,25,-40,105,0.2,5000,nan,476,400,UPM2D470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,220,EOL,Normal,8.2
200,100,2.653,,18,40,-40,105,0.2,5000,nan,900,200,UPM2D101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,345,EOL,Normal,17.7
250,1,265.258,,8,11.5,-40,105,0.2,3000,nan,65,3000,UPM2E010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,EOL,Normal,1.19
250,2.2,120.572,,10,12.5,-40,105,0.2,5000,nan,95,2000,UPM2E2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,32,EOL,Normal,1.49
250,3.3,80.381,,10,16,-40,105,0.2,5000,nan,123,1800,UPM2E3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,52,EOL,Normal,1.77
250,4.7,56.438,,10,16,-40,105,0.2,5000,nan,147,1800,UPM2E4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,60,EOL,Normal,1.77
250,10,26.526,,12.5,20,-40,105,0.2,5000,nan,200,1000,UPM2E100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,98,EOL,Normal,3.43
250,22,12.057,,16,25,-40,105,0.2,5000,nan,320,400,UPM2E220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,EOL,Normal,8.2
250,33,8.038,,16,25,-40,105,0.2,5000,nan,430,400,UPM2E330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,180,EOL,Normal,8.2
250,47,5.644,,16,30.5,-40,105,0.2,5000,nan,570,300,UPM2E470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,225,EOL,Normal,9.6
250,100,2.653,,18,40,-40,105,0.2,5000,nan,1100,200,UPM2E101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,345,EOL,Normal,17.7
315,1,265.258,,8,11.5,-40,105,0.2,3000,nan,72,3000,UPM2F010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,EOL,Normal,1.19
315,2.2,120.572,,10,12.5,-40,105,0.2,5000,nan,109,2000,UPM2F2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,32,EOL,Normal,1.49
315,3.3,80.381,,10,16,-40,105,0.2,5000,nan,142,1800,UPM2F3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,52,EOL,Normal,1.77
315,4.7,56.438,,10,20,-40,105,0.2,5000,nan,159,1400,UPM2F4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,65,EOL,Normal,2.34
315,10,26.526,,12.5,20,-40,105,0.2,5000,nan,226,1000,UPM2F100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,98,EOL,Normal,3.43
315,22,12.057,,16,25,-40,105,0.2,5000,nan,377,400,UPM2F220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,EOL,Normal,8.2
315,33,8.038,,16,30.5,-40,105,0.2,5000,nan,516,300,UPM2F330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,185,EOL,Normal,9.6
315,47,5.644,,18,35.5,-40,105,0.2,5000,nan,692,250,UPM2F470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,235,EOL,Normal,14.2
350,1,265.258,,10,12.5,-40,105,0.2,5000,nan,75,2000,UPM2V010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,21,EOL,Normal,1.49
350,2.2,120.572,,10,16,-40,105,0.2,5000,nan,117,1800,UPM2V2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,34,EOL,Normal,1.77
350,3.3,80.381,,10,20,-40,105,0.2,5000,nan,146,1400,UPM2V3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,54,EOL,Normal,2.34
350,4.7,56.438,,10,20,-40,105,0.2,5000,nan,166,1400,UPM2V4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,65,EOL,Normal,2.34
350,10,26.526,,12.5,25,-40,105,0.2,5000,nan,240,800,UPM2V100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,100,EOL,Normal,4.56
350,22,12.057,,16,25,-40,105,0.2,5000,nan,408,400,UPM2V220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,EOL,Normal,8.2
350,33,8.038,,16,35.5,-40,105,0.2,5000,nan,562,300,UPM2V330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,190,EOL,Normal,11.8
350,47,5.644,,18,40,-40,105,0.2,5000,nan,758,200,UPM2V470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,240,EOL,Normal,17.7
400,1,331.573,,10,12.5,-40,105,0.25,5000,nan,80,2000,UPM2G010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,17,EOL,Normal,1.49
400,2.2,150.715,,10,16,-40,105,0.25,5000,nan,128,1800,UPM2G2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,28,EOL,Normal,1.77
400,3.3,100.477,,10,20,-40,105,0.25,5000,nan,153,1400,UPM2G3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,47,EOL,Normal,2.34
400,4.7,70.547,,12.5,20,-40,105,0.25,5000,nan,175,1000,UPM2G4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,55,EOL,Normal,3.43
